"Scenario","Replicate","Generations","Length_of_benchmarking_reference","Distance_from_HXB2","Average_pairwise_diversity_of_quasispecies","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","L50","LG50","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","LA50","LGA50","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.26","SIM_A1_lowcov_nocont","replicate6",161,8648,1092,58.39172,"viralngs_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8648,"40.79",40.79,8624,8624,1,1,23267,14500,14500,123.85,123.79,123.06,122.99,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","69.57","8624","8624","8624","8624","1","1","SIM_A1_lowcov_nocont_replicate6_viralngs_genome",23267,14500,14500,28816,123.85,28632,123.06,184,0.79,0,0,500,100,99.99,99.97,28816,123.79,28632,122.99,184,0.79,0,0,500,100,99.99,99.97,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","2","24",0,0,"0","0",0,28816,0,0,184,0,0.99885,0.980159,1,0.99878,0.98998,90.04,5.64," 0;42.77",775984,225656," 223%"
"V2.36","SIM_A1_lowcov_nocont","replicate6",161,8648,1092,58.39172,"vpipe_genome",1,1,1,0,0,0,8638,8638,8638,0,0,0,1,8638,8638,8648,"41.14",40.79,8638,8638,1,1,23076,14500,14500,117.52,123.79,109.95,122.99,465,500,98.8,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.002",0,"1504.98","555.68","8638","8638","8638","8638","1","1","SIM_A1_lowcov_nocont_replicate6_vpipe_genome",23076,14500,14500,27119,117.52,25372,109.95,1747,7.57,0,0,465,98.8,98.74,97.43,28816,123.79,28632,122.99,184,0.79,0,0,500,100,99.99,99.97,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","48","40","8","146",0,0,"0","0",0,27119,0,0,1881,0,0.990222,0.923395,0.902834,0.995487,0.912999,1027.57,155.25," 7;50.32",1182308,13949640," 251%"
"V27","SIM_A1_lowcov_nocont","replicate7",1017,8648,1203,272.2073,"shiver_genome",1,1,1,0,0,0,8615,8615,8615,0,0,0,1,8615,8615,8648,"40.55",40.43,8615,8615,1,1,23645,14500,14500,120.39,121.41,118.14,120.52,493,498,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"58.04","139.29","8615","8615","8615","8615","1","1","SIM_A1_lowcov_nocont_replicate7_shiver_genome",23645,14500,14500,28467,120.39,27934,118.14,533,2.25,0,0,493,100,100,99.95,28789,121.41,28578,120.52,211,0.89,0,0,498,100,100,99.95,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","12","10","2","57",0,0,"0","0",0,28467,0,0,533,0,0.997237,0.985673,0.991354,0.998038,0.988506,1015.78,19.28," 17;03.17",1344396,1907080," 101%"
"V2.17","SIM_A1_lowcov_nocont","replicate7",1017,8648,1203,272.2073,"smaltalign_genome",1,1,1,0,0,0,8619,8619,8619,0,0,0,1,8619,8619,8648,"40.55",40.43,8619,8619,1,1,23571,14500,14500,118.83,121.41,114.63,120.52,484,498,99.32,100,"0","0","0","0","0","0","0","0 + 0 part",0,"98.191","1",0,"319.04","177.24","8463","8463","8463","8463","1","1","SIM_A1_lowcov_nocont_replicate7_smaltalign_genome",23571,14500,14500,28010,118.83,27020,114.63,990,4.2,0,0,484,99.32,99.32,99.27,28789,121.41,28578,120.52,211,0.89,0,0,498,100,100,99.95,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","15","13","2","61",0,0,"0","0",0,28010,0,0,990,0,0.994704,0.981607,0.974063,0.997514,0.977821,102.81,3.13," 0;52.35",1420404,200376," 202%"
"V2.27","SIM_A1_lowcov_nocont","replicate7",1017,8648,1203,272.2073,"viralngs_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8648,"40.33",40.43,8605,8605,1,1,23705,14500,14500,121.43,121.41,120.53,120.52,500,498,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.78","1",34.86,"1127.25","92.97","8605","8605","8605","8605","1","1","SIM_A1_lowcov_nocont_replicate7_viralngs_genome",23705,14500,14500,28786,121.43,28572,120.53,214,0.9,0,0,500,100,100,100,28789,121.41,28578,120.52,211,0.89,0,0,498,100,100,99.95,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","8","8","0","24",0,0,"0","0",3,28786,0,0,214,0,0.997237,0.985673,0.991354,0.998038,0.988506,82.09,5.4," 0;37.73",753396,226776," 231%"
"V2.37","SIM_A1_lowcov_nocont","replicate7",1017,8648,1203,272.2073,"vpipe_genome",1,1,1,0,0,0,8638,8638,8638,0,0,0,1,8638,8638,8648,"40.76",40.43,8638,8638,1,1,23487,14500,14500,114.02,121.41,105.59,120.52,458,498,99.05,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.002",0,"1701.78","671.45","8638","8638","8638","8638","1","1","SIM_A1_lowcov_nocont_replicate7_vpipe_genome",23487,14500,14500,26779,114.02,24800,105.59,1979,8.43,0,0,458,99.05,98.83,98.62,28789,121.41,28578,120.52,211,0.89,0,0,498,100,100,99.95,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147","58","51","7","152",0,0,"0","0",0,26779,0,0,2221,0,0.986183,0.970378,0.912584,0.996206,0.940594,1208.97,177.07," 8;37.41",1182380,13942944," 267%"
"V28","SIM_A1_lowcov_nocont","replicate8",366,8651,1125,124.5321,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8651,"-",40.7,8624,8624,1,1,29000,14500,14500,0,124.14,0,123.39,0,500,0,100,"-","-","-","-","-","-","-","1 + 0 part",8624,"-","-",1e+05,"-","-","-","-","-","-","-","-","SIM_A1_lowcov_nocont_replicate8_shiver_genome",29000,14500,14500,0,0,0,0,0,0,0,0,0,0,0,0,28826,124.14,28652,123.39,174,0.75,0,0,500,100,99.95,99.93,"shiver_genome","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",1,8624,"-","-",8624,0,0,0,29000,0,0.911291,0,0,1,0,13.18,1.62," 0;15.80",111636,93400," 93%"
"V2.18","SIM_A1_lowcov_nocont","replicate8",366,8651,1125,124.5321,"smaltalign_genome",1,1,1,0,0,0,8615,8615,8615,0,0,0,1,8615,8615,8651,"40.78",40.7,8615,8615,1,1,23127,14500,14500,121.49,124.14,117.59,123.39,486,500,99.28,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100.000","0.999",0,"533.95","185.72","8615","8615","8615","8615","1","1","SIM_A1_lowcov_nocont_replicate8_smaltalign_genome",23127,14500,14500,28097,121.49,27194,117.59,903,3.9,0,0,486,99.28,99.21,99.16,28826,124.14,28652,123.39,174,0.75,0,0,500,100,99.95,99.93,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","16","13","3","66",0,0,"0","0",0,28097,0,0,903,0,0.994667,0.984505,0.954913,0.998537,0.969484,90.16,2.95," 0;43.10",1420708,196632," 216%"
"V2.28","SIM_A1_lowcov_nocont","replicate8",366,8651,1125,124.5321,"viralngs_genome",1,1,1,0,0,0,8618,8618,8618,0,0,0,1,8618,8618,8651,"40.71",40.7,8618,8618,1,1,23213,14500,14500,124.18,124.14,123.43,123.39,501,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.930","1.000",11.6,"69.62","92.83","8618","8618","8618","8618","1","1","SIM_A1_lowcov_nocont_replicate8_viralngs_genome",23213,14500,14500,28826,124.18,28652,123.43,174,0.75,0,0,501,100,100,100,28826,124.14,28652,123.39,174,0.75,0,0,500,100,99.95,99.93,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","7","1","27",0,0,"0","0",1,28826,0,0,174,0,0.998769,0.987429,0.998844,0.998762,0.993103,87.78,5.54," 0;40.83",744932,230656," 228%"
"V2.38","SIM_A1_lowcov_nocont","replicate8",366,8651,1125,124.5321,"vpipe_genome",1,1,1,0,0,0,8644,8644,8644,0,0,0,1,8644,8644,8651,"40.95",40.7,8644,8644,1,1,23055,14500,14500,118.27,124.14,111.39,123.39,467,500,99.12,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100.000","1.002",0,"1399.81","474.32","8644","8644","8644","8644","1","1","SIM_A1_lowcov_nocont_replicate8_vpipe_genome",23055,14500,14500,27268,118.27,25680,111.39,1588,6.89,0,0,467,99.12,99.03,98.6,28826,124.14,28652,123.39,174,0.75,0,0,500,100,99.95,99.93,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121","41","33","8","135",0,0,"0","0",0,27268,0,0,1732,0,0.988309,0.971142,0.894798,0.997412,0.931408,1075.6,159.35," 8;03.81",1183140,13946056," 255%"
"V29","SIM_A1_lowcov_nocont","replicate9",402,8654,1110,145.7174,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8654,"40.82",40.82,8624,8624,1,1,23363,14500,14500,123.25,123.2,122.38,122.33,500,499,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","104.36","8624","8624","8624","8624","1","1","SIM_A1_lowcov_nocont_replicate9_shiver_genome",23363,14500,14500,28796,123.25,28592,122.38,204,0.87,0,0,500,100,100,99.95,28796,123.2,28592,122.33,204,0.87,0,0,499,100,100,99.95,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","8","1","30",0,0,"0","0",0,28796,0,0,204,0,0.999079,0.990888,1,0.998977,0.995423,533.06,16.43," 8;58.80",1344480,1333208," 101%"
"V2.19","SIM_A1_lowcov_nocont","replicate9",402,8654,1110,145.7174,"smaltalign_genome",1,1,1,0,0,0,8615,8615,8615,0,0,0,1,8615,8615,8654,"40.87",40.82,8615,8615,1,1,23237,14500,14500,120.68,123.2,116.56,122.33,485,499,99.23,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"545.56","243.76","8615","8615","8615","8615","1","1","SIM_A1_lowcov_nocont_replicate9_smaltalign_genome",23237,14500,14500,28042,120.68,27084,116.56,958,4.12,0,0,485,99.23,99.23,99.19,28796,123.2,28592,122.33,204,0.87,0,0,499,100,100,99.95,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","21","18","3","77",0,0,"0","0",0,28042,0,0,958,0,0.994707,0.984706,0.962069,0.998338,0.973256,91.8,3.02," 0;44.35",1420668,196960," 213%"
"V2.29","SIM_A1_lowcov_nocont","replicate9",402,8654,1110,145.7174,"viralngs_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8654,"40.82",40.82,8624,8624,1,1,23363,14500,14500,123.25,123.2,122.38,122.33,500,499,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"23.19","104.36","8624","8624","8624","8624","1","1","SIM_A1_lowcov_nocont_replicate9_viralngs_genome",23363,14500,14500,28796,123.25,28592,122.38,204,0.87,0,0,500,100,100,99.95,28796,123.2,28592,122.33,204,0.87,0,0,499,100,100,99.95,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","8","1","30",0,0,"0","0",0,28796,0,0,204,0,0.999079,0.990888,1,0.998977,0.995423,88.81,5.37," 0;40.60",731448,230368," 231%"
"V2.39","SIM_A1_lowcov_nocont","replicate9",402,8654,1110,145.7174,"vpipe_genome",1,1,1,0,0,0,8641,8641,8641,0,0,0,1,8641,8641,8654,"41.06",40.82,8641,8641,1,1,23159,14500,14500,118.42,123.2,111.8,122.33,470,499,99.14,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.002",0,"1249.86","590.21","8641","8641","8641","8641","1","1","SIM_A1_lowcov_nocont_replicate9_vpipe_genome",23159,14500,14500,27425,118.42,25892,111.8,1533,6.62,0,0,470,99.14,99.09,98.62,28796,123.2,28592,122.33,204,0.87,0,0,499,100,100,99.95,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","51","45","6","135",0,0,"0","0",0,27425,0,0,1575,0,0.989528,0.973269,0.92069,0.997187,0.946249,1080.85,158.2," 8;02.25",1182604,13945616," 256%"
"V210","SIM_B_lowcov_nocont","replicate1",1371,8644,516,215.1198,"shiver_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8644,"40.22",40.23,8605,8605,1,1,23607,14500,14500,121.67,121.59,120.5,120.38,499,497,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","92.97","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate1_shiver_genome",23607,14500,14500,28723,121.67,28446,120.5,277,1.17,0,0,499,100,100,100,28716,121.59,28432,120.38,284,1.2,0,0,497,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","6","2","39",0,0,"0","0",0,28700,0,0,277,23,0.997108,0.98053,1,0.996615,0.990169,832.58,18.01," 14;04.94",1340388,1617192," 100%"
"V2.110","SIM_B_lowcov_nocont","replicate1",1371,8644,516,215.1198,"smaltalign_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8644,"40.17",40.23,8605,8605,1,1,23601,14500,14500,121.61,121.59,120.34,120.38,499,497,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.977","1",0,"220.85","92.99","8603","8603","8603","8603","1","1","SIM_B_lowcov_nocont_replicate1_smaltalign_genome",23601,14500,14500,28701,121.61,28402,120.34,299,1.27,0,0,499,100,100,100,28716,121.59,28432,120.38,284,1.2,0,0,497,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","8","6","2","39",0,0,"0","0",0,28674,0,0,299,27,0.996761,0.980484,0.997617,0.996615,0.988976,94.77,3.18," 0;51.12",1420324,199632," 191%"
"V2.210","SIM_B_lowcov_nocont","replicate1",1371,8644,516,215.1198,"viralngs_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8644,"40.1",40.23,8605,8605,1,1,23606,14500,14500,121.69,121.59,120.52,120.38,499,497,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"255.67","92.97","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate1_viralngs_genome",23606,14500,14500,28725,121.69,28450,120.52,275,1.16,0,0,499,100,100,100,28716,121.59,28432,120.38,284,1.2,0,0,497,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","8","6","2","39",0,0,"0","0",0,28702,0,0,275,23,0.996992,0.981265,0.998411,0.99675,0.989764,84.49,5.46," 0;38.69",739856,233552," 232%"
"V2.310","SIM_B_lowcov_nocont","replicate1",1371,8644,516,215.1198,"vpipe_genome",1,1,1,0,0,0,8614,8614,8614,0,0,0,1,8614,8614,8644,"40.2",40.23,8614,8614,1,1,23608,14500,14500,121.67,121.59,120.5,120.38,499,497,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"0","58.05","8614","8614","8614","8614","1","1","SIM_B_lowcov_nocont_replicate1_vpipe_genome",23608,14500,14500,28724,121.67,28448,120.5,276,1.17,0,0,499,100,100,100,28716,121.59,28432,120.38,284,1.2,0,0,497,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","30",0,0,"0","0",0,28701,0,0,276,23,0.997455,0.983581,0.999206,0.997156,0.991332,581.77,73.16," 5;49.42",1178044,13973376," 187%"
"V211","SIM_B_lowcov_nocont","replicate10",906,8620,397,181.3513,"shiver_genome",1,1,1,0,0,0,8608,8608,8608,0,0,0,1,8608,8608,8620,"40.24",40.23,8608,8608,1,1,23354,14500,14500,123.14,123.13,122.11,122.1,499,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"69.7","92.94","8608","8608","8608","8608","1","1","SIM_B_lowcov_nocont_replicate10_shiver_genome",23354,14500,14500,28759,123.14,28518,122.11,241,1.03,0,0,499,100,100,100,28760,123.13,28520,122.1,240,1.03,0,0,500,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","8","0","22",0,0,"0","0",0,28759,0,0,241,0,0.998492,0.992098,0.996473,0.998798,0.994281,801.07,16.77," 13;32.85",1339304,1421216," 100%"
"V2.111","SIM_B_lowcov_nocont","replicate10",906,8620,397,181.3513,"smaltalign_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8620,"40.27",40.23,8605,8605,1,1,23357,14500,14500,123.12,123.13,122.08,122.1,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"174.32","58.11","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate10_smaltalign_genome",23357,14500,14500,28757,123.12,28514,122.08,243,1.04,0,0,500,100,100,100,28760,123.13,28520,122.1,240,1.03,0,0,500,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","5","5","0","15",0,0,"0","0",0,28755,0,0,243,2,0.998492,0.988666,1,0.998264,0.994301,85.74,3.11," 0;43.50",1420292,197512," 204%"
"V2.211","SIM_B_lowcov_nocont","replicate10",906,8620,397,181.3513,"viralngs_genome",1,1,1,0,0,0,8596,8596,8596,0,0,0,1,8596,8596,8620,"40.15",40.23,8596,8596,1,1,23356,14500,14500,123.14,123.13,122.12,122.1,499,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",174.5,"744.53","81.43","8596","8596","8596","8596","1","1","SIM_B_lowcov_nocont_replicate10_viralngs_genome",23356,14500,14500,28761,123.14,28522,122.12,239,1.02,0,0,499,100,100,100,28760,123.13,28520,122.1,240,1.03,0,0,500,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","7","6","1","24",0,0,"0","0",15,28759,0,0,239,2,0.998029,0.990342,0.994709,0.998531,0.992521,83.3,5.53," 0;38.44",732200,228240," 231%"
"V2.311","SIM_B_lowcov_nocont","replicate10",906,8620,397,181.3513,"vpipe_genome",1,1,1,0,0,0,8608,8608,8608,0,0,0,1,8608,8608,8620,"40.24",40.23,8608,8608,1,1,23355,14500,14500,123.16,123.13,122.14,122.1,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"69.7","46.47","8608","8608","8608","8608","1","1","SIM_B_lowcov_nocont_replicate10_vpipe_genome",23355,14500,14500,28763,123.16,28526,122.14,237,1.01,0,0,500,100,100,100,28760,123.13,28520,122.1,240,1.03,0,0,500,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","4","0","12",0,0,"0","0",0,28761,0,0,237,2,0.998724,0.990393,1,0.998531,0.995173,463.86,53.69," 5;20.40",1177516,13971776," 161%"
"V212","SIM_B_lowcov_nocont","replicate2",696,8623,328,209.6095,"shiver_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8623,"40.42",40.42,8605,8605,1,1,23555,14500,14500,122.21,122.14,121.31,121.24,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","46.48","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate2_shiver_genome",23555,14500,14500,28787,122.21,28574,121.31,213,0.9,0,0,500,100,100,100,28787,122.14,28574,121.24,213,0.9,0,0,500,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","18",0,0,"0","0",0,28787,0,0,213,0,0.999072,0.993367,1,0.998923,0.996672,629.29,18.47," 10;37.82",1340312,1905480," 101%"
"V2.112","SIM_B_lowcov_nocont","replicate2",696,8623,328,209.6095,"smaltalign_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8623,"40.41",40.42,8605,8605,1,1,23555,14500,14500,122.21,122.14,121.31,121.24,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"81.35","46.48","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate2_smaltalign_genome",23555,14500,14500,28787,122.21,28574,121.31,213,0.9,0,0,500,100,100,100,28787,122.14,28574,121.24,213,0.9,0,0,500,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","3","1","18",0,0,"0","0",0,28787,0,0,213,0,0.999072,0.993367,1,0.998923,0.996672,88.42,3.12," 0;44.54",1420256,198904," 205%"
"V2.212","SIM_B_lowcov_nocont","replicate2",696,8623,328,209.6095,"viralngs_genome",1,1,1,0,0,0,8599,8599,8599,0,0,0,1,8599,8599,8623,"40.38",40.42,8599,8599,1,1,23551,14500,14500,122.19,122.14,121.25,121.24,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"244.21","58.15","8599","8599","8599","8599","1","1","SIM_B_lowcov_nocont_replicate2_viralngs_genome",23551,14500,14500,28778,122.19,28556,121.25,222,0.94,0,0,500,100,100,100,28787,122.14,28574,121.24,213,0.9,0,0,500,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","5","3","2","24",0,0,"0","0",0,28778,0,0,222,0,0.998956,0.992543,1,0.998788,0.996258,83.57,5.25," 0;38.74",739732,231376," 229%"
"V2.312","SIM_B_lowcov_nocont","replicate2",696,8623,328,209.6095,"vpipe_genome",1,1,1,0,0,0,8617,8617,8617,0,0,0,1,8617,8617,8623,"40.42",40.42,8617,8617,1,1,23563,14500,14500,122.17,122.14,121.27,121.24,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"11.6","23.21","8617","8617","8617","8617","1","1","SIM_B_lowcov_nocont_replicate2_vpipe_genome",23563,14500,14500,28787,122.17,28574,121.27,213,0.9,0,0,500,100,100,100,28787,122.14,28574,121.24,213,0.9,0,0,500,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","6",0,0,"0","0",0,28787,0,0,213,0,0.999536,0.996672,1,0.999461,0.998333,447.48,50.64," 5;15.74",1345944,13972408," 157%"
"V213","SIM_B_lowcov_nocont","replicate3",53,8608,277,21.15212,"shiver_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8608,"40.62",40.62,8605,8605,1,1,23179,14500,14500,124.02,124.02,122.93,122.93,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","11.62","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate3_shiver_genome",23179,14500,14500,28747,124.02,28494,122.93,253,1.09,0,0,500,100,100,100,28747,124.02,28494,122.93,253,1.09,0,0,500,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3",0,0,"0","0",0,28747,0,0,253,0,1,1,1,1,1,650.94,14.09," 11;02.00",1389216,654296," 100%"
"V2.113","SIM_B_lowcov_nocont","replicate3",53,8608,277,21.15212,"smaltalign_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8608,"40.62",40.62,8605,8605,1,1,23179,14500,14500,124.02,124.02,122.93,122.93,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","11.62","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate3_smaltalign_genome",23179,14500,14500,28747,124.02,28494,122.93,253,1.09,0,0,500,100,100,100,28747,124.02,28494,122.93,253,1.09,0,0,500,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3",0,0,"0","0",0,28747,0,0,253,0,1,1,1,1,1,71.66,3.12," 0;32.14",1420672,187384," 232%"
"V2.213","SIM_B_lowcov_nocont","replicate3",53,8608,277,21.15212,"viralngs_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8608,"40.62",40.62,8605,8605,1,1,23179,14500,14500,124.02,124.02,122.93,122.93,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","11.62","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate3_viralngs_genome",23179,14500,14500,28747,124.02,28494,122.93,253,1.09,0,0,500,100,100,100,28747,124.02,28494,122.93,253,1.09,0,0,500,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3",0,0,"0","0",0,28747,0,0,253,0,1,1,1,1,1,87.5,5.41," 0;42.79",753988,218272," 217%"
"V2.313","SIM_B_lowcov_nocont","replicate3",53,8608,277,21.15212,"vpipe_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8608,"40.62",40.62,8605,8605,1,1,23179,14500,14500,124.02,124.02,122.93,122.93,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","11.62","8605","8605","8605","8605","1","1","SIM_B_lowcov_nocont_replicate3_vpipe_genome",23179,14500,14500,28747,124.02,28494,122.93,253,1.09,0,0,500,100,100,100,28747,124.02,28494,122.93,253,1.09,0,0,500,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3",0,0,"0","0",0,28747,0,0,253,0,1,1,1,1,1,364.49,39.69," 4;34.79",1177208,13972808," 147%"
